MAKE,MODEL,PROFIT_LOSS,SALES_STATUS
Jeep,Compass,-50,Loss
,,-50,Loss
Ford,Escape,-50,Loss
Honda,CR-V,-50,Loss
Jeep,Wrangler,-50,Loss
Mercedes-Benz,E-Class,-50,Loss
Ford,Mustang,-50,Loss
Chrysler,Town and Country,-50,Loss
BMW,5 Series,-50,Loss
Honda,Pilot,-50,Loss
Volkswagen,Tiguan,-50,Loss
Audi,TT,-50,Loss
Pontiac,Grand Am,-50,Loss
BMW,3 Series,-50,Loss
Dodge,Grand Caravan,-50,Loss
Nissan,Sentra,-50,Loss
Volkswagen,Jetta,-50,Loss
Ford,Fusion,-50,Loss
Dodge,Charger,-50,Loss
Kia,Sorento,-50,Loss
Toyota,Tundra,-50,Loss
Toyota,Venza,-50,Loss
Toyota,Camry,-50,Loss
Chevrolet,Colorado,-50,Loss
Lexus,IS 250,-50,Loss
Chevrolet,Classic,-50,Loss
Cadillac,CTS,-50,Loss
Ford,F-250 Super Duty,-50,Loss
Pontiac,G6,-50,Loss
Nissan,Murano,-50,Loss
Dodge,Grand Caravan,-50,Loss
Honda,Civic,-50,Loss
Cadillac,CTS,-50,Loss
Kia,Forte,-50,Loss
Acura,TL,-50,Loss
Cadillac,CTS,-50,Loss
,,-50,Loss
Honda,CR-V,-50,Loss
Volkswagen,New Beetle,-50,Loss
Chrysler,Town and Country,-50,Loss
Ford,F-150,-50,Loss
Chevrolet,Sonic,-50,Loss
Chevrolet,Impala,-50,Loss
Chrysler,200,-50,Loss
Ford,Taurus,-50,Loss
Nissan,Maxima,-50,Loss
Ford,Taurus,-50,Loss
Kia,Spectra,-50,Loss
Pontiac,G6,-50,Loss
BMW,3 Series,-50,Loss
Toyota,Corolla,-50,Loss
Honda,CR-V,-50,Loss
Volkswagen,Beetle Convertible,-50,Loss
Volvo,S60,-50,Loss
Honda,Accord,-50,Loss
Chevrolet,Malibu,-50,Loss
Kia,Optima,-50,Loss
Hyundai,Elantra,-50,Loss
Nissan,Sentra,-50,Loss
Kia,Soul,-50,Loss
Ford,Edge,-50,Loss
Ford,F-150,-50,Loss
Toyota,Corolla,-50,Loss
Honda,Civic,-50,Loss
Audi,,-50,Loss
Oldsmobile,Eighty-Eight,-50,Loss
Hyundai,Genesis,-50,Loss
BMW,3 Series,-50,Loss
Nissan,Frontier,-50,Loss
Chevrolet,Equinox,-50,Loss
Toyota,Yaris,-50,Loss
,,-50,Loss
Chevrolet,Cruze,-50,Loss
,,-50,Loss
Mazda,Mazda5,-50,Loss
Ford,Fusion,-50,Loss
Chrysler,Town and Country,-50,Loss
Chevrolet,Cruze,-50,Loss
Kia,Soul,-50,Loss
Dodge,Charger,-50,Loss
GMC,Acadia,-50,Loss
Chrysler,200,-50,Loss
Mazda,Mazda2,-50,Loss
Honda,Odyssey,-50,Loss
Ford,F-150,-50,Loss
Acura,TL,-50,Loss
Ford,Explorer,-50,Loss
BMW,X3,-50,Loss
Kia,Sorento,-50,Loss
Honda,Accord,-50,Loss
Acura,TL,-50,Loss
Chevrolet,Impala,-50,Loss
Hyundai,Santa Fe,-50,Loss
Chevrolet,Silverado 1500,-50,Loss
Chevrolet,Malibu,-50,Loss
Nissan,Xterra,-50,Loss
Mercedes-Benz,E-Class,-50,Loss
Hyundai,Veloster,-50,Loss
Audi,A8,-50,Loss
Subaru,Impreza,-50,Loss
Dodge,Grand Caravan,-50,Loss
Mitsubishi,Outlander Sport,-50,Loss
Lexus,CT 200h,-50,Loss
Chrysler,200,-50,Loss
Chrysler,300,-50,Loss
Jeep,Liberty,-50,Loss
Chevrolet,Impala,-50,Loss
Chevrolet,Impala,-50,Loss
Jeep,Commander,-50,Loss
Chrysler,300,-50,Loss
Toyota,Corolla,-50,Loss
Jeep,Liberty,-50,Loss
Nissan,Murano,-50,Loss
Kia,Forte,-50,Loss
Toyota,Corolla,-50,Loss
Ford,F-250 Super Duty,-50,Loss
Infiniti,G Sedan,-50,Loss
Mercedes-Benz,M-Class,-50,Loss
Toyota,Sienna,-50,Loss
Toyota,Camry,-50,Loss
Honda,Accord,-50,Loss
Toyota,4Runner,-50,Loss
Nissan,Altima,-50,Loss
Volkswagen,Tiguan,-50,Loss
Hyundai,Sonata,-50,Loss
Buick,Lucerne,-50,Loss
Jeep,Cherokee,-50,Loss
Chevrolet,Cruze,-50,Loss
Honda,Accord,-50,Loss
Chevrolet,Silverado 1500,-50,Loss
Volkswagen,Jetta SportWagen,-50,Loss
Buick,Terraza,-50,Loss
BMW,X5,-50,Loss
Honda,Accord,-50,Loss
Ford,Edge,-50,Loss
,,-50,Loss
Ford,Mustang,-50,Loss
MINI,Cooper Clubman,-50,Loss
Nissan,Maxima,-50,Loss
Volkswagen,Jetta,-50,Loss
Volvo,S60,-50,Loss
Ford,Focus,-50,Loss
Dodge,Grand Caravan,-50,Loss
Chevrolet,Malibu,-50,Loss
Mitsubishi,Eclipse,-50,Loss
FIAT,500L,-50,Loss
Kia,Optima,-50,Loss
BMW,5 Series,-50,Loss
BMW,3 Series,-50,Loss
Volvo,XC90,-50,Loss
Chevrolet,Equinox,-50,Loss
Volvo,XC,-50,Loss
Nissan,Versa,-50,Loss
Buick,Regal,-50,Loss
Honda,Accord,-50,Loss
Kia,Forte,-50,Loss
Pontiac,Grand Prix,-50,Loss
Chrysler,Town and Country,-50,Loss
Nissan,Sentra,-50,Loss
Subaru,Impreza,-50,Loss
Mercedes-Benz,E-Class,-50,Loss
Chevrolet,Suburban,-50,Loss
Chevrolet,Malibu,-50,Loss
Toyota,Tundra,-50,Loss
,,-50,Loss
Nissan,Maxima,-50,Loss
Infiniti,FX35,-50,Loss
Jeep,Liberty,-50,Loss
Toyota,RAV4,-50,Loss
GMC,Terrain,-50,Loss
Chevrolet,Silverado 2500HD,-50,Loss
Ford,F-350 Super Duty,-50,Loss
Honda,Odyssey,-50,Loss
Chevrolet,Tahoe,-50,Loss
BMW,X5,-50,Loss
MINI,Cooper Paceman,-50,Loss
FIAT,500L,-50,Loss
Jeep,Patriot,-50,Loss
Ford,Edge,-50,Loss
Infiniti,G Coupe,-50,Loss
Chrysler,200,-50,Loss
FIAT,500,-50,Loss
Chevrolet,Cruze,-50,Loss
GMC,Sierra 1500,-50,Loss
Saturn,VUE,-50,Loss
Nissan,Leaf,-50,Loss
Hyundai,Elantra,-50,Loss
Ford,Fiesta,-50,Loss
Toyota,Prius v,-50,Loss
Toyota,Yaris,-50,Loss
Honda,CR-V,-50,Loss
Nissan,Altima,-50,Loss
Kia,Soul,-50,Loss
Kia,Sedona,-50,Loss
Ford,Fusion,-50,Loss
Ford,Taurus,-50,Loss
BMW,6 Series,-50,Loss
,,-50,Loss
BMW,3 Series,-50,Loss
Honda,Civic,-50,Loss
Ford,Mustang,-50,Loss
Lincoln,MKS,-50,Loss
Toyota,Sienna,-50,Loss
Hyundai,Sonata,-50,Loss
Chevrolet,Silverado 1500 Classic,-50,Loss
Lexus,ES 300,-50,Loss
GMC,Yukon,-50,Loss
Lexus,IS 250,-50,Loss
Mercedes-Benz,M-Class,-50,Loss
Dodge,Grand Caravan,-50,Loss
Chevrolet,Impala,-50,Loss
Jeep,Compass,-50,Loss
Jaguar,XK,-50,Loss
Kia,Cadenza,-50,Loss
Ford,Escape,-50,Loss
Nissan,Quest,-50,Loss
Mazda,MPV,-50,Loss
Nissan,Rogue,-50,Loss
Hyundai,XG350,-50,Loss
Subaru,Outback,-50,Loss
Dodge,Durango,-50,Loss
,,-50,Loss
Ford,Mustang,-50,Loss
Chevrolet,Impala,-50,Loss
MINI,Cooper,-50,Loss
Volkswagen,Passat,-50,Loss
BMW,3 Series,-50,Loss
Chevrolet,Impala,-50,Loss
Kia,Soul,-50,Loss
Acura,MDX,-50,Loss
Scion,iQ,-50,Loss
GMC,Savana Cargo,-50,Loss
Mazda,CX-9,-50,Loss
Dodge,Grand Caravan,-50,Loss
Dodge,Caliber,-50,Loss
BMW,3 Series,-50,Loss
BMW,Z4,-50,Loss
Dodge,Avenger,-50,Loss
Chevrolet,Impala,-50,Loss
Mitsubishi,Lancer,-50,Loss
Toyota,Prius,-50,Loss
Nissan,Murano,-50,Loss
Toyota,Prius,-50,Loss
,,-50,Loss
Volkswagen,Beetle,-50,Loss
Infiniti,M,-50,Loss
Chevrolet,Equinox,-50,Loss
Toyota,Camry,-50,Loss
Mazda,CX-9,-50,Loss
Mitsubishi,Lancer,-50,Loss
Ford,Transit Connect,-50,Loss
MINI,Cooper Clubman,-50,Loss
Ford,Escape,-50,Loss
Mazda,Mazda5,-50,Loss
Ford,Econoline Cargo,-50,Loss
BMW,7 Series,-50,Loss
Dodge,Charger,-50,Loss
Chrysler,300,-50,Loss
Toyota,Highlander,-50,Loss
Ford,Expedition,-50,Loss
Toyota,Camry,-50,Loss
Mazda,Mazda3,-50,Loss
Ford,Escape,-50,Loss
Ford,Escape,-50,Loss
Dodge,Grand Caravan,-50,Loss
BMW,5 Series,-50,Loss
Kia,Forte,-50,Loss
Ford,Focus,-50,Loss
Nissan,Sentra,-50,Loss
Ford,Focus,-50,Loss
Chevrolet,Camaro,-50,Loss
Ford,Mustang,-50,Loss
Hyundai,Sonata,-50,Loss
Dodge,Grand Caravan,-50,Loss
MINI,Cooper,-50,Loss
Ford,Focus,-50,Loss
BMW,1 Series,-50,Loss
Nissan,Leaf,-50,Loss
Nissan,Rogue,-50,Loss
Toyota,Camry,-50,Loss
Chrysler,200,-50,Loss
Toyota,Corolla,-50,Loss
,,-50,Loss
Chevrolet,Sonic,-50,Loss
Dodge,Grand Caravan,-50,Loss
Dodge,Journey,-50,Loss
Kia,Sedona,-50,Loss
Dodge,Ram Pickup 1500,-50,Loss
Ford,Fusion,-50,Loss
Lincoln,MKZ,-50,Loss
Hyundai,Sonata,-50,Loss
Nissan,Altima,-50,Loss
Nissan,Altima,-50,Loss
Jeep,Patriot,-50,Loss
Toyota,4Runner,-50,Loss
Chevrolet,TrailBlazer,-50,Loss
BMW,M3,-50,Loss
Infiniti,G35,-50,Loss
Toyota,Corolla,-50,Loss
Chevrolet,Camaro,-50,Loss
Hyundai,Elantra,-50,Loss
Ford,Mustang,-50,Loss
Chevrolet,Uplander,-50,Loss
Toyota,Camry,-50,Loss
Chrysler,Town and Country,-50,Loss
Volkswagen,Jetta,-50,Loss
Ford,Explorer Sport Trac,-50,Loss
Kia,Forte,-50,Loss
GMC,Jimmy,-50,Loss
Toyota,Yaris,-50,Loss
Acura,TL,-50,Loss
Chevrolet,TrailBlazer EXT,-50,Loss
Hyundai,Accent,-50,Loss
Chevrolet,Silverado 1500,-50,Loss
Kia,Forte,-50,Loss
,,-50,Loss
Ford,F-150,-50,Loss
Kia,Optima,-50,Loss
mitsubishi,galant,-50,Loss
Toyota,Prius,-50,Loss
Toyota,Camry,-50,Loss
Ford,Fusion,-50,Loss
Toyota,Camry,-50,Loss
Volkswagen,CC,-50,Loss
Lincoln,MKZ,-50,Loss
Cadillac,CTS,-50,Loss
Toyota,Camry,-50,Loss
Chevrolet,Silverado 1500,-50,Loss
Chevrolet,Malibu,-50,Loss
Ford,Mustang,-50,Loss
Audi,Q5,-50,Loss
Toyota,Prius,-50,Loss
Honda,Accord,-50,Loss
Nissan,Altima,-50,Loss
Mitsubishi,Galant,-50,Loss
Chrysler,Town and Country,-50,Loss
BMW,X5,-50,Loss
Jeep,Liberty,-50,Loss
,,-50,Loss
Toyota,Tundra,-50,Loss
Chrysler,Town and Country,-50,Loss
Kia,Optima,-50,Loss
Mazda,CX-5,-50,Loss
Ford,E-Series Van,-50,Loss
Ford,Escape,-50,Loss
Nissan,Maxima,-50,Loss
Mazda,Tribute,-50,Loss
Hyundai,Sonata,-50,Loss
Jeep,Grand Cherokee,-50,Loss
Dodge,Journey,-50,Loss
Jeep,Compass,-50,Loss
Ford,F-150,-50,Loss
Hyundai,Santa Fe Sport,-50,Loss
Chevrolet,Suburban,-50,Loss
Cadillac,CTS,-50,Loss
Hyundai,Sonata Hybrid,-50,Loss
Lexus,RX 330,-50,Loss
Chevrolet,Impala,-50,Loss
Ford,Escape,-50,Loss
Nissan,Maxima,-50,Loss
Mercedes-Benz,C-Class,-50,Loss
Toyota,Camry,-50,Loss
Toyota,RAV4,-50,Loss
Hyundai,Elantra,-50,Loss
Chevrolet,Impala,-50,Loss
Volkswagen,Passat,-50,Loss
Toyota,Corolla,-50,Loss
BMW,3 Series,-50,Loss
Nissan,Rogue,-50,Loss
Mazda,Tribute,-50,Loss
,,-50,Loss
Mitsubishi,Outlander,-50,Loss
Nissan,Versa,-50,Loss
Hyundai,Genesis,-50,Loss
Chevrolet,Camaro,-50,Loss
Nissan,Maxima,-50,Loss
Kia,Amanti,-50,Loss
Dodge,Avenger,-50,Loss
Volkswagen,Passat,-50,Loss
Chevrolet,Malibu,-50,Loss
Cadillac,DeVille,-50,Loss
BMW,5 Series,-50,Loss
Nissan,Altima,-50,Loss
,,-50,Loss
Subaru,Outback,-50,Loss
Jeep,Grand Cherokee,-50,Loss
,,-50,Loss
Chevrolet,Camaro,-50,Loss
Ford,Flex,-50,Loss
Chevrolet,Captiva Sport,-50,Loss
Hyundai,Elantra,-50,Loss
Nissan,Sentra,-50,Loss
Ford,Escape,-50,Loss
Hyundai,Elantra GT,-50,Loss
Chrysler,Sebring,-50,Loss
Dodge,Charger,-50,Loss
Dodge,Dart,-50,Loss
Jeep,Cherokee,-50,Loss
Nissan,Sentra,-50,Loss
Toyota,Camry,-50,Loss
BMW,3 Series,-50,Loss
Nissan,Versa,-50,Loss
BMW,3 Series,-50,Loss
Chrysler,PT Cruiser,-50,Loss
Ford,Ranger,-50,Loss
Honda,Accord,-50,Loss
Dodge,Charger,-50,Loss
BMW,3 Series,-50,Loss
GMC,Yukon XL,-50,Loss
Volkswagen,Jetta,-50,Loss
GMC,Sierra 1500,-50,Loss
GMC,Sierra 1500,-50,Loss
Chevrolet,Sonic,-50,Loss
Ford,Ranger,-50,Loss
Ford,Fusion,-50,Loss
Mercedes-Benz,M-Class,-50,Loss
Honda,Accord,-50,Loss
Nissan,Leaf,-50,Loss
Dodge,Challenger,-50,Loss
Volkswagen,Tiguan,-50,Loss
Chevrolet,Colorado,-50,Loss
Nissan,Murano,-50,Loss
Toyota,Corolla,-50,Loss
Chevrolet,Impala,-50,Loss
Nissan,Altima,-50,Loss
Hyundai,Sonata,-50,Loss
Mazda,CX-9,-50,Loss
Toyota,RAV4,-50,Loss
Nissan,Maxima,-50,Loss
Kia,Sorento,-50,Loss
Kia,Rio,-50,Loss
,,-50,Loss
Ford,Edge,-50,Loss
Volvo,XC90,-50,Loss
MINI,Cooper,-50,Loss
Lincoln,Town Car,-50,Loss
Ford,F-150,-50,Loss
Ford,Mustang,-50,Loss
Toyota,Corolla,-50,Loss
Mazda,Mazda3,-50,Loss
Kia,Optima,-50,Loss
Mercedes-Benz,E-Class,-50,Loss
Mercedes-Benz,M-Class,-50,Loss
Chrysler,300M,-50,Loss
Lexus,RX 300,-50,Loss
Honda,Odyssey,-50,Loss
Hyundai,Sonata,-50,Loss
Ford,Escape,-50,Loss
,,-50,Loss
Chevrolet,Impala,-50,Loss
Jeep,Cherokee,-50,Loss
Dodge,Magnum,-50,Loss
Ford,C-Max Hybrid,-50,Loss
Dodge,Challenger,-50,Loss
Chevrolet,Impala,-50,Loss
Chevrolet,Suburban,-50,Loss
chrysler,town,-50,Loss
Mazda,Tribute,-50,Loss
Subaru,Impreza,-50,Loss
Nissan,Leaf,-50,Loss
Ford,Fusion,-50,Loss
Dodge,Charger,-50,Loss
GMC,Acadia,-50,Loss
Cadillac,Escalade,-50,Loss
Ford,Mustang,-50,Loss
Chevrolet,Tahoe,-50,Loss
Mazda,Mazda2,-50,Loss
Saab,9-7X,-50,Loss
Honda,Accord,-50,Loss
Nissan,Altima,-50,Loss
Toyota,RAV4,-50,Loss
Chevrolet,Silverado 1500,-50,Loss
Chevrolet,Impala,-50,Loss
Ram,1500,-50,Loss
Chrysler,200,-50,Loss
Chevrolet,Captiva Sport,-50,Loss
Jeep,Liberty,-50,Loss
Audi,A6,-50,Loss
Kia,Soul,-50,Loss
Dodge,Intrepid,-50,Loss
Honda,Civic,-50,Loss
Chevrolet,Blazer,-50,Loss
Chevrolet,Impala,-50,Loss
Lexus,RX 350,-50,Loss
Hyundai,Sonata,-50,Loss
Hyundai,Sonata,-50,Loss
Nissan,Altima,-50,Loss
,,-50,Loss
Ford,Explorer Sport Trac,-50,Loss
Subaru,Outback,-50,Loss
Subaru,Impreza,-50,Loss
Nissan,Sentra,-50,Loss
Toyota,RAV4,-50,Loss
Toyota,Yaris,-50,Loss
Mercedes-Benz,C-Class,-50,Loss
Acura,TSX,-50,Loss
Dodge,Grand Caravan,-50,Loss
Suzuki,Forenza,-50,Loss
Toyota,Camry,-50,Loss
Toyota,Corolla,-50,Loss
Chevrolet,Tahoe,-50,Loss
MINI,Cooper,-50,Loss
Mazda,Mazda5,-50,Loss
Volkswagen,Passat,-50,Loss
Jeep,Liberty,-50,Loss
Jeep,Patriot,-50,Loss
Acura,RDX,-50,Loss
Lexus,GS 300,-50,Loss
Chevrolet,Traverse,-50,Loss
Dodge,Grand Caravan,-50,Loss
Ford,Focus,-50,Loss
Toyota,Camry,-50,Loss
Nissan,Sentra,-50,Loss
Chevrolet,Sonic,-50,Loss
Ford,Taurus,-50,Loss
BMW,3 Series,-50,Loss
Volkswagen,Jetta,-50,Loss
Ford,Escape,-50,Loss
Acura,MDX,-50,Loss
Nissan,Rogue,-50,Loss
Kia,Sportage,-50,Loss
Kia,Sportage,-50,Loss
Volkswagen,Jetta,-50,Loss
Chevrolet,Camaro,-50,Loss
Jeep,Liberty,-50,Loss
Infiniti,G Sedan,-50,Loss
Honda,Accord,-50,Loss
Dodge,Grand Caravan,-50,Loss
Honda,CR-V,-50,Loss
Ford,Expedition,-50,Loss
Chrysler,Town and Country,-50,Loss
Honda,Odyssey,-50,Loss
Saturn,VUE,-50,Loss
Chevrolet,Spark,-50,Loss
Chevrolet,Impala Limited,-50,Loss
Ford,E-Series Wagon,-50,Loss
Mazda,Mazda3,-50,Loss
Chevrolet,Malibu,-50,Loss
Volkswagen,Jetta,-50,Loss
Dodge,Grand Caravan,-50,Loss
Honda,CR-V,-50,Loss
Volkswagen,Golf,-50,Loss
Ford,E-Series Van,-50,Loss
Mazda,Mazda3,-50,Loss
Subaru,Outback,-50,Loss
Scion,iQ,-50,Loss
Jeep,Grand Cherokee,-50,Loss
Mercedes-Benz,S-Class,-50,Loss
Dodge,Challenger,-50,Loss
Nissan,Altima,-50,Loss
Jeep,Compass,-50,Loss
,,-50,Loss
Toyota,Matrix,-50,Loss
Jeep,Compass,-50,Loss
Ford,Fusion Hybrid,-50,Loss
Suzuki,SX4,-50,Loss
Ford,Fiesta,-50,Loss
Cadillac,CTS,-50,Loss
Saturn,S-Series,-50,Loss
Volkswagen,Passat,-50,Loss
Dodge,Charger,-50,Loss
Chevrolet,Equinox,-50,Loss
Mazda,Mazda3,-50,Loss
Jeep,Patriot,-50,Loss
Saturn,Relay,-50,Loss
Infiniti,FX35,-50,Loss
Toyota,Corolla,-50,Loss
Ford,Escape,-50,Loss
Ford,Escape,-50,Loss
Volkswagen,Jetta,-50,Loss
Dodge,Charger,-50,Loss
Toyota,Camry,-50,Loss
Nissan,Altima,-50,Loss
Chrysler,Town and Country,-50,Loss
chevrolet,impala,-50,Loss
Buick,LaCrosse,-50,Loss
Ford,Expedition,-50,Loss
Pontiac,G6,-50,Loss
Chrysler,PT Cruiser,-50,Loss
Dodge,Grand Caravan,-50,Loss
Nissan,Altima,-50,Loss
Ford,Mustang,-50,Loss
Volvo,S60,-50,Loss
Honda,Civic,-50,Loss
Nissan,Maxima,-50,Loss
Toyota,Corolla,-50,Loss
Cadillac,DTS,-50,Loss
Mercedes-Benz,C-Class,-50,Loss
Ford,Explorer Sport Trac,-50,Loss
Saturn,ION,-50,Loss
BMW,X5,-50,Loss
Lexus,IS 250,-50,Loss
Jeep,Wrangler,-50,Loss
Cadillac,Escalade,-50,Loss
Chevrolet,Equinox,-50,Loss
Chevrolet,Cruze,-50,Loss
Ford,Ranger,-50,Loss
Ford,Fusion,-50,Loss
Toyota,Corolla,-50,Loss
Volkswagen,Passat,-50,Loss
Volkswagen,Jetta,-50,Loss
FIAT,500L,-50,Loss
Dodge,Grand Caravan,-50,Loss
Infiniti,G Sedan,-50,Loss
Toyota,Corolla,-50,Loss
GMC,Yukon,-50,Loss
Ford,F-250 Super Duty,-50,Loss
Ford,Fusion,-50,Loss
Chevrolet,Impala Limited,-50,Loss
Mercedes-Benz,M-Class,-50,Loss
Chevrolet,Aveo,-50,Loss
Honda,CR-V,-50,Loss
Chevrolet,Volt,-50,Loss
Nissan,Maxima,-50,Loss
Nissan,Titan,-50,Loss
Ford,F-150,-50,Loss
Oldsmobile,Cutlass,-50,Loss
Toyota,Camry,-50,Loss
Chrysler,200,-50,Loss
Nissan,Versa,-50,Loss
Scion,FR-S,-50,Loss
Chevrolet,Equinox,-50,Loss
Mazda,Mazda3,-50,Loss
Volkswagen,Passat,-50,Loss
Toyota,Prius,-50,Loss
Dodge,Grand Caravan,-50,Loss
,,-50,Loss
Audi,A4,-50,Loss
Ford,Mustang,-50,Loss
Jeep,Patriot,-50,Loss
Buick,Lucerne,-50,Loss
Pontiac,Bonneville,-50,Loss
Mazda,CX-9,-50,Loss
Ford,C-Max Energi,-50,Loss
Ford,Fusion,-50,Loss
Chevrolet,Malibu,-50,Loss
Ford,F-350 Super Duty,-50,Loss
Ford,Edge,-50,Loss
GMC,Acadia,-50,Loss
Lexus,LS 460,-50,Loss
Toyota,Sienna,-50,Loss
Volvo,XC90,-50,Loss
Honda,Civic,-50,Loss
Chrysler,Town and Country,-50,Loss
Ford,F-150,-50,Loss
Kia,Soul,-50,Loss
Toyota,Camry,-50,Loss
Chevrolet,Silverado 2500HD,-50,Loss
Ford,Expedition,-50,Loss
Dodge,Journey,-50,Loss
Ford,Fusion,-50,Loss
GMC,Sierra 1500,-50,Loss
Nissan,Maxima,-50,Loss
Infiniti,G Sedan,-50,Loss
Ford,Escape,-50,Loss
Acura,TL,-50,Loss
Nissan,Leaf,-50,Loss
Toyota,Highlander,-50,Loss
Honda,Pilot,-50,Loss
Suzuki,SX4,-50,Loss
Chevrolet,Suburban,-50,Loss
Toyota,Camry,-50,Loss
Toyota,Camry,-50,Loss
Ford,Ranger,-50,Loss
Honda,CR-V,-50,Loss
Nissan,Rogue,-50,Loss
Ford,Explorer,-50,Loss
Kia,Rio,-50,Loss
Saab,03-Sept,-50,Loss
Hyundai,Sonata,-50,Loss
Ford,Fiesta,-50,Loss
Kia,Soul,-50,Loss
Mercedes-Benz,CL-Class,-50,Loss
Dodge,Nitro,-50,Loss
BMW,5 Series,-50,Loss
Chevrolet,Malibu,-50,Loss
BMW,3 Series,-50,Loss
Hyundai,Sonata,-50,Loss
Volkswagen,Jetta,-50,Loss
Honda,Accord,-50,Loss
Chrysler,300,-50,Loss
Nissan,Versa Note,-50,Loss
Kia,Cadenza,-50,Loss
MINI,Cooper,-50,Loss
Ram,2500,-50,Loss
Mitsubishi,Eclipse Spyder,-50,Loss
BMW,5 Series,-50,Loss
Chevrolet,Equinox,-50,Loss
Nissan,Sentra,-50,Loss
Toyota,Highlander,-50,Loss
GMC,Yukon,-50,Loss
Cadillac,XTS,-50,Loss
Chevrolet,Malibu,-50,Loss
,,-50,Loss
Honda,Civic,-50,Loss
Honda,Accord,-50,Loss
Mercedes-Benz,C-Class,-50,Loss
,,-50,Loss
Toyota,Camry,-50,Loss
Nissan,Rogue,-50,Loss
Honda,Civic,-50,Loss
Jeep,Liberty,-50,Loss
Ford,Mustang,-50,Loss
Dodge,Avenger,-50,Loss
Toyota,Camry,-50,Loss
Dodge,Avenger,-50,Loss
Pontiac,Vibe,-50,Loss
Ford,Focus,-50,Loss
Honda,Civic,-50,Loss
Dodge,Grand Caravan,-50,Loss
Hyundai,Elantra Touring,-50,Loss
Kia,Optima,-50,Loss
Mercury,Sable,-50,Loss
Saturn,S-Series,-50,Loss
Pontiac,Grand Am,-50,Loss
Volkswagen,Beetle,-50,Loss
Toyota,Camry,-50,Loss
FIAT,500L,-50,Loss
Ford,Edge,-50,Loss
Volkswagen,CC,-50,Loss
Ford,Flex,-50,Loss
Cadillac,CTS,-50,Loss
Lexus,ES 350,-50,Loss
Porsche,Cayenne,-50,Loss
BMW,5 Series,-50,Loss
Infiniti,G Sedan,-50,Loss
Volkswagen,CC,-50,Loss
Kia,Optima,-50,Loss
Mercedes-Benz,C-Class,-50,Loss
Ford,Escape Hybrid,-50,Loss
Nissan,Maxima,-50,Loss
Hyundai,Azera,-50,Loss
Mercedes-Benz,M-Class,-50,Loss
Chevrolet,Cruze,-50,Loss
Jeep,Compass,-50,Loss
Nissan,Altima,-50,Loss
Ford,Mustang,-50,Loss
Honda,Accord,-50,Loss
Chrysler,Town and Country,-50,Loss
Hyundai,Elantra,-50,Loss
Nissan,Altima,-50,Loss
Chevrolet,Impala Limited,-50,Loss
MINI,Cooper,-50,Loss
Volkswagen,Jetta,-50,Loss
Volkswagen,Jetta,-50,Loss
Chevrolet,S-10,-50,Loss
Cadillac,SRX,-50,Loss
Volvo,V70,-50,Loss
Ford,Windstar,-50,Loss
Ford,Explorer,-50,Loss
Ford,Fusion,-50,Loss
Toyota,Camry,-50,Loss
Honda,Civic,-50,Loss
Pontiac,Grand Prix,-50,Loss
Pontiac,Bonneville,-50,Loss
Chevrolet,TrailBlazer,-50,Loss
Ford,Focus,-50,Loss
Toyota,Corolla,-50,Loss
Chevrolet,Express Cargo,-50,Loss
Nissan,Leaf,-50,Loss
Mercedes-Benz,C-Class,-50,Loss
Nissan,Maxima,-50,Loss
Toyota,Yaris,-50,Loss
Lexus,ES 350,-50,Loss
Chevrolet,Equinox,-50,Loss
Chevrolet,Impala,-50,Loss
Ford,Fusion,-50,Loss
Chrysler,300,-50,Loss
Chevrolet,Cruze,-50,Loss
Honda,Odyssey,-50,Loss
Toyota,Prius,-50,Loss
Chevrolet,Astro,-50,Loss
Honda,Accord,-50,Loss
Infiniti,G Sedan,-50,Loss
Infiniti,G Sedan,-50,Loss
Ford,Focus,-50,Loss
Nissan,Maxima,-50,Loss
Nissan,Xterra,-50,Loss
Toyota,Camry,-50,Loss
Scion,tC,-50,Loss
Chrysler,Sebring,-50,Loss
Ford,Mustang,-50,Loss
Chevrolet,Silverado 1500,-50,Loss
Scion,xD,-50,Loss
Kia,Sorento,-50,Loss
Saturn,Outlook,-50,Loss
Ford,Taurus,-50,Loss
Honda,Civic,-50,Loss
Kia,Sorento,-50,Loss
Chevrolet,Impala,-50,Loss
Chevrolet,Malibu,-50,Loss
Toyota,Yaris,-50,Loss
Chevrolet,Equinox,-50,Loss
Chrysler,Town and Country,-50,Loss
Honda,Accord,-50,Loss
Kia,Sorento,-50,Loss
mazda,cx-7,-50,Loss
Honda,Civic,-50,Loss
Dodge,Grand Caravan,-50,Loss
Ford,Focus,-50,Loss
Ford,Mustang,-50,Loss
Infiniti,G Sedan,-50,Loss
Chrysler,300,-50,Loss
Infiniti,QX56,-50,Loss
Chevrolet,Impala,-50,Loss
Ford,Expedition,-50,Loss
Dodge,Grand Caravan,-50,Loss
Ford,Crown Victoria,-50,Loss
Chevrolet,Cruze,-50,Loss
Nissan,Maxima,-50,Loss
Ford,Explorer,-50,Loss
Infiniti,G Sedan,-50,Loss
Dodge,Charger,-50,Loss
Ford,Expedition,-50,Loss
Ford,Mustang,-50,Loss
Jaguar,S-Type,-50,Loss
Nissan,Maxima,-50,Loss
smart,fortwo,-50,Loss
Chevrolet,Malibu,-50,Loss
Dodge,Avenger,-50,Loss
