MAKE,MODEL,ODOMETER,PROFIT_MARGIN
Hyundai,Sonata,46143,1049200
Hyundai,Sonata,46172,1140150
Hyundai,Sonata,46300,1210300
Hyundai,Sonata,46303,1269900
Hyundai,Sonata,46308,547850
Hyundai,Sonata,46323,1130000
Hyundai,Sonata,46326,1110000
Hyundai,Sonata,46349,1470000
Hyundai,Sonata,46367,1198750
Hyundai,Sonata,46369,1160350
Hyundai,Sonata,46374,1490300
Hyundai,Sonata,46392,1040525
Hyundai,Sonata,46401,1270950
Hyundai,Sonata,46403,1179900
Hyundai,Sonata,46411,1200900
Hyundai,Sonata,46421,1089550
Hyundai,Sonata,46450,1160400
Hyundai,Sonata,46473,1060900
Hyundai,Sonata,46489,1169800
Hyundai,Sonata,46501,1199900
Hyundai,Sonata,46501,1441650
Hyundai,Sonata,46505,1150500
Hyundai,Sonata,46509,1300250
Hyundai,Sonata,46553,1099100
Hyundai,Sonata,46579,1240350
Hyundai,Sonata,46587,1361500
Hyundai,Sonata,46603,1330350
Hyundai,Sonata,46604,1361250
Hyundai,Sonata,46616,1088100
Hyundai,Sonata,46617,1592700
Hyundai,Sonata,46658,1110050
Hyundai,Sonata,46662,1109350
Hyundai,Sonata,46684,1281000
Hyundai,Sonata,46727,1200300
Hyundai,Sonata,46732,1089700
Hyundai,Sonata,46738,1240500
Hyundai,Sonata,46741,1239350
Hyundai,Sonata,46745,1179900
Hyundai,Sonata,46745,1401400
Hyundai,Sonata,46764,1079100
Hyundai,Sonata,46764,1381100
Hyundai,Sonata,46771,1089650
Hyundai,Sonata,46793,1179950
Hyundai,Sonata,46821,1180050
Hyundai,Sonata,46837,1169850
Hyundai,Sonata,46859,1099850
Hyundai,Sonata,46862,1475050
Hyundai,Sonata,46922,1039550
Hyundai,Sonata,46943,1400750
Hyundai,Sonata,46944,1217550
Hyundai,Sonata,46947,1240500
Hyundai,Sonata,46950,1068650
Hyundai,Sonata,46950,1451750
Hyundai,Sonata,46998,1210200
Hyundai,Sonata,47005,1270800
Hyundai,Sonata,47029,1179700
Hyundai,Sonata,47030,1490550
Hyundai,Sonata,47036,1230500
Hyundai,Sonata,47050,1230200
Hyundai,Sonata,47061,1159750
Hyundai,Sonata,47094,690300
Hyundai,Sonata,47096,461000
Hyundai,Sonata,47117,1170300
Hyundai,Sonata,47127,1099700
Hyundai,Sonata,47136,1240850
Hyundai,Sonata,47153,1391500
Hyundai,Sonata,47161,1330750
Hyundai,Sonata,47184,1571100
Hyundai,Sonata,47184,1590100
Hyundai,Sonata,47197,1249250
Hyundai,Sonata,47200,1099800
Hyundai,Sonata,47209,1069750
Hyundai,Sonata,47222,900725
Hyundai,Sonata,47273,1174150
Hyundai,Sonata,47286,1099800
Hyundai,Sonata,47319,1179900
Hyundai,Sonata,47329,937400
Hyundai,Sonata,47345,1170400
Hyundai,Sonata,47391,1190250
Hyundai,Sonata,47399,1280800
Hyundai,Sonata,47443,1170750
Hyundai,Sonata,47473,1429850
Hyundai,Sonata,47489,1298800
Hyundai,Sonata,47495,999000
Hyundai,Sonata,47497,1210450
Hyundai,Sonata,47509,564250
Hyundai,Sonata,47516,1169850
Hyundai,Sonata,47523,1551150
Hyundai,Sonata,47554,259100
Hyundai,Sonata,47583,1551100
Hyundai,Sonata,47594,999050
Hyundai,Sonata,47595,1130450
Hyundai,Sonata,47597,1200150
Hyundai,Sonata,47620,1240550
Hyundai,Sonata,47620,1281250
Hyundai,Sonata,47625,1210300
Hyundai,Sonata,47648,918900
Hyundai,Sonata,47672,1139350
Hyundai,Sonata,47679,1150550
Hyundai,Sonata,47690,1080600
Hyundai,Sonata,47700,1250550
Hyundai,Sonata,47737,1030150
Hyundai,Sonata,47756,1291000
Hyundai,Sonata,47765,648875
Hyundai,Sonata,47765,998950
Hyundai,Sonata,47766,1230250
Hyundai,Sonata,47769,1190050
Hyundai,Sonata,47770,1199500
Hyundai,Sonata,47772,1448950
Hyundai,Sonata,47786,1210150
Hyundai,Sonata,47830,1180400
Hyundai,Sonata,47837,1190000
Hyundai,Sonata,47851,1160250
Hyundai,Sonata,47856,1089700
Hyundai,Sonata,47887,1189950
Hyundai,Sonata,47906,1240750
Hyundai,Sonata,47925,1460250
Hyundai,Sonata,47926,1180050
Hyundai,Sonata,47936,1120250
Hyundai,Sonata,47947,1311300
Hyundai,Sonata,47951,1009150
Hyundai,Sonata,47951,1190100
Hyundai,Sonata,47959,1150500
Hyundai,Sonata,47969,1220550
Hyundai,Sonata,47978,1189900
Hyundai,Sonata,47988,1621050
Hyundai,Sonata,47992,1149100
Hyundai,Sonata,48006,1199600
Hyundai,Sonata,48034,1130400
Hyundai,Sonata,48082,1302150
Hyundai,Sonata,48097,535450
Hyundai,Sonata,48099,1220400
Hyundai,Sonata,48106,1250700
Hyundai,Sonata,48119,1109800
Hyundai,Sonata,48139,1000350
Hyundai,Sonata,48169,1640750
Hyundai,Sonata,48181,1100050
Hyundai,Sonata,48182,1240550
Hyundai,Sonata,48197,1060775
Hyundai,Sonata,48197,1290450
Hyundai,Sonata,48202,1480250
Hyundai,Sonata,48207,1079700
Hyundai,Sonata,48216,1650950
Hyundai,Sonata,48219,1079850
Hyundai,Sonata,48271,899200
Hyundai,Sonata,48306,1330900
Hyundai,Sonata,48344,1088200
Hyundai,Sonata,48344,1210250
Hyundai,Sonata,48350,1160650
Hyundai,Sonata,48362,1520950
Hyundai,Sonata,48373,1049300
Hyundai,Sonata,48398,1079950
Hyundai,Sonata,48405,1551350
Hyundai,Sonata,48416,1201100
Hyundai,Sonata,48456,1641000
Hyundai,Sonata,48472,1409550
Hyundai,Sonata,48486,1575800
Hyundai,Sonata,48496,1169950
Hyundai,Sonata,48502,1151000
Hyundai,Sonata,48502,1180000
Hyundai,Sonata,48510,645150
Hyundai,Sonata,48515,1248150
Hyundai,Sonata,48522,1149650
Hyundai,Sonata,48524,777750
Hyundai,Sonata,48525,939300
Hyundai,Sonata,48525,1190100
Hyundai,Sonata,48531,899200
Hyundai,Sonata,48531,1229150
Hyundai,Sonata,48544,1210300
Hyundai,Sonata,48562,1399700
Hyundai,Sonata,48581,1150600
Hyundai,Sonata,48589,1200200
Hyundai,Sonata,48619,880250
Hyundai,Sonata,48624,999150
Hyundai,Sonata,48743,919200
Hyundai,Sonata,48751,1149750
Hyundai,Sonata,48761,1069500
Hyundai,Sonata,48799,1190200
Hyundai,Sonata,48799,1300900
Hyundai,Sonata,48803,1130350
Hyundai,Sonata,48825,1049600
Hyundai,Sonata,48832,1090000
Hyundai,Sonata,48841,938500
Hyundai,Sonata,48850,1230800
Hyundai,Sonata,48871,1240700
Hyundai,Sonata,48885,798400
Hyundai,Sonata,48922,1269800
Hyundai,Sonata,48975,1070800
Hyundai,Sonata,48990,1079950
Hyundai,Sonata,49009,1229800
Hyundai,Sonata,49016,730825
Hyundai,Sonata,49017,1119450
Hyundai,Sonata,49022,1220650
Hyundai,Sonata,49033,758850
Hyundai,Sonata,49076,1389150
Hyundai,Sonata,49081,1150251
Hyundai,Sonata,49087,891475
Hyundai,Sonata,49091,1240650
Hyundai,Sonata,49098,1520200
Hyundai,Sonata,49122,1200250
Hyundai,Sonata,49126,1160850
Hyundai,Sonata,49157,1550900
Hyundai,Sonata,49201,1049200
Hyundai,Sonata,49237,1318600
Hyundai,Sonata,49239,1180000
Hyundai,Sonata,49246,1130250
Hyundai,Sonata,49261,1361150
Hyundai,Sonata,49262,1080050
Hyundai,Sonata,49279,1069850
Hyundai,Sonata,49305,1018450
Hyundai,Sonata,49318,1131500
Hyundai,Sonata,49326,550075
Hyundai,Sonata,49328,1078950
Hyundai,Sonata,49347,1350950
Hyundai,Sonata,49359,1068950
Hyundai,Sonata,49376,748950
Hyundai,Sonata,49377,1159850
Hyundai,Sonata,49383,1190150
Hyundai,Sonata,49411,1119550
Hyundai,Sonata,49412,506825
Hyundai,Sonata,49427,949400
Hyundai,Sonata,49429,1162025
Hyundai,Sonata,49468,1049350
Hyundai,Sonata,49477,1271050
Hyundai,Sonata,49480,1120400
Hyundai,Sonata,49519,1230750
Hyundai,Sonata,49526,988850
Hyundai,Sonata,49537,1180250
Hyundai,Sonata,49549,1180000
Hyundai,Sonata,49551,1379900
Hyundai,Sonata,49560,1130500
Hyundai,Sonata,49561,1220450
Hyundai,Sonata,49593,1149750
Hyundai,Sonata,49595,1170000
Hyundai,Sonata,49600,1119950
Hyundai,Sonata,49656,1010200
Hyundai,Sonata,49658,887850
Hyundai,Sonata,49667,707225
Hyundai,Sonata,49672,848525
Hyundai,Sonata,49672,1318900
Hyundai,Sonata,49690,1099750
Hyundai,Sonata,49707,1289450
Hyundai,Sonata,49728,717375
Hyundai,Sonata,49733,1069900
Hyundai,Sonata,49753,1200250
Hyundai,Sonata,49780,1330400
Hyundai,Sonata,49804,1338850
Hyundai,Sonata,49818,1330500
Hyundai,Sonata,49834,1150650
Hyundai,Sonata,49849,1040200
Hyundai,Sonata,49855,949600
Hyundai,Sonata,49862,1500150
Hyundai,Sonata,49897,1150300
Hyundai,Sonata,49900,1170000
Hyundai,Sonata,49911,1200250
Hyundai,Sonata,49931,1109350
Hyundai,Sonata,49932,1100200
Hyundai,Sonata,49939,1399650
Hyundai,Sonata,49945,756650
Hyundai,Sonata,49948,1278350
Hyundai,Sonata,49951,1280000
Hyundai,Sonata,49952,1350100
Hyundai,Sonata,49959,596100
Hyundai,Sonata,49974,1120000
Hyundai,Sonata,49983,1459950
Hyundai,Sonata,50016,1180100
Hyundai,Sonata,50040,1079150
Hyundai,Sonata,50040,1581200
Hyundai,Sonata,50055,1249100
Hyundai,Sonata,50091,1400550
Hyundai,Sonata,50091,1440250
Hyundai,Sonata,50097,1269750
Hyundai,Sonata,50099,1219250
Hyundai,Sonata,50107,1300050
Hyundai,Sonata,50115,1089800
Hyundai,Sonata,50135,1140300
Hyundai,Sonata,50160,1190400
Hyundai,Sonata,50181,1129700
Hyundai,Sonata,50182,1330450
Hyundai,Sonata,50217,1049450
Hyundai,Sonata,50221,1230650
Hyundai,Sonata,50231,1089150
Hyundai,Sonata,50237,1048750
Hyundai,Sonata,50246,1139700
Hyundai,Sonata,50287,1440000
Hyundai,Sonata,50317,1439650
Hyundai,Sonata,50318,1350900
Hyundai,Sonata,50323,1040625
Hyundai,Sonata,50359,1079700
Hyundai,Sonata,50363,1089750
Hyundai,Sonata,50365,1209200
Hyundai,Sonata,50372,999000
Hyundai,Sonata,50372,1280400
Hyundai,Sonata,50394,1198000
Hyundai,Sonata,50397,1160050
Hyundai,Sonata,50404,1089900
Hyundai,Sonata,50416,1171100
Hyundai,Sonata,50422,1489200
Hyundai,Sonata,50424,1300450
Hyundai,Sonata,50441,1029250
Hyundai,Sonata,50476,1250850
Hyundai,Sonata,50482,1170100
Hyundai,Sonata,50487,1149900
Hyundai,Sonata,50515,1130500
Hyundai,Sonata,50515,1250700
Hyundai,Sonata,50519,1280000
Hyundai,Sonata,50531,1050675
Hyundai,Sonata,50545,1339400
Hyundai,Sonata,50560,958850
Hyundai,Sonata,50567,1159950
Hyundai,Sonata,50574,1170050
Hyundai,Sonata,50604,1200500
Hyundai,Sonata,50608,1130100
Hyundai,Sonata,50608,1170000
Hyundai,Sonata,50668,1039400
Hyundai,Sonata,50670,1200400
Hyundai,Sonata,50674,1149850
Hyundai,Sonata,50701,1320050
Hyundai,Sonata,50711,1260900
Hyundai,Sonata,50728,1271450
Hyundai,Sonata,50752,958500
Hyundai,Sonata,50785,1180150
Hyundai,Sonata,50800,1129450
Hyundai,Sonata,50804,1160450
Hyundai,Sonata,50807,1170050
Hyundai,Sonata,50810,1169950
Hyundai,Sonata,50811,1210450
Hyundai,Sonata,50853,1320400
Hyundai,Sonata,50915,1131150
Hyundai,Sonata,50917,1179450
Hyundai,Sonata,50923,1029300
Hyundai,Sonata,50945,950550
Hyundai,Sonata,50957,1058950
Hyundai,Sonata,50971,1409750
Hyundai,Sonata,50981,1510750
Hyundai,Sonata,50985,1631050
Hyundai,Sonata,51004,858750
Hyundai,Sonata,51023,989200
Hyundai,Sonata,51030,1008400
Hyundai,Sonata,51079,1604400
Hyundai,Sonata,51082,1230550
Hyundai,Sonata,51098,1100050
Hyundai,Sonata,51100,1180150
Hyundai,Sonata,51119,1259650
Hyundai,Sonata,51228,1058650
Hyundai,Sonata,51228,1160650
Hyundai,Sonata,51248,1099800
Hyundai,Sonata,51250,1149900
Hyundai,Sonata,51276,1139750
Hyundai,Sonata,51306,989150
Hyundai,Sonata,51311,1190900
Hyundai,Sonata,51326,1159401
Hyundai,Sonata,51338,1200600
Hyundai,Sonata,51380,1150350
Hyundai,Sonata,51385,910025
Hyundai,Sonata,51400,1340950
Hyundai,Sonata,51425,1399500
Hyundai,Sonata,51443,919500
Hyundai,Sonata,51444,1250700
Hyundai,Sonata,51464,1081300
Hyundai,Sonata,51467,1129650
Hyundai,Sonata,51485,1489350
Hyundai,Sonata,51486,1250950
Hyundai,Sonata,51525,1000350
Hyundai,Sonata,51531,1069950
Hyundai,Sonata,51544,1170050
Hyundai,Sonata,51552,919700
Hyundai,Sonata,51554,1059200
Hyundai,Sonata,51602,1269750
Hyundai,Sonata,51606,1129750
Hyundai,Sonata,51618,1099500
Hyundai,Sonata,51639,1279850
Hyundai,Sonata,51640,1300050
Hyundai,Sonata,51658,1061200
Hyundai,Sonata,51706,1129650
Hyundai,Sonata,51821,1160550
Hyundai,Sonata,51833,1190350
Hyundai,Sonata,51837,1140450
Hyundai,Sonata,51862,1119650
Hyundai,Sonata,51868,1490900
Hyundai,Sonata,51922,1090000
Hyundai,Sonata,51967,1149900
Hyundai,Sonata,51970,1149900
Hyundai,Sonata,51983,691200
Hyundai,Sonata,51988,1180200
Hyundai,Sonata,52005,938500
Hyundai,Sonata,52047,1139800
Hyundai,Sonata,52050,1090200
Hyundai,Sonata,52054,1020750
Hyundai,Sonata,52056,1119800
Hyundai,Sonata,52063,1050775
Hyundai,Sonata,52076,897450
Hyundai,Sonata,52095,641300
Hyundai,Sonata,52102,1089250
Hyundai,Sonata,52114,1210550
Hyundai,Sonata,52150,1080050
Hyundai,Sonata,52159,939650
Hyundai,Sonata,52169,1359700
Hyundai,Sonata,52181,939925
Hyundai,Sonata,52209,849025
Hyundai,Sonata,52217,907200
Hyundai,Sonata,52248,969000
Hyundai,Sonata,52291,1202325
Hyundai,Sonata,52308,1150000
Hyundai,Sonata,52318,1429950
Hyundai,Sonata,52322,1049500
Hyundai,Sonata,52376,948850
Hyundai,Sonata,52377,1069800
Hyundai,Sonata,52382,1400050
Hyundai,Sonata,52405,1160050
Hyundai,Sonata,52419,1129400
Hyundai,Sonata,52466,1269900
Hyundai,Sonata,52488,1149950
Hyundai,Sonata,52499,1270250
Hyundai,Sonata,52508,1220700
Hyundai,Sonata,52517,1028150
Hyundai,Sonata,52530,1108700
Hyundai,Sonata,52562,1432000
Hyundai,Sonata,52571,1401750
Hyundai,Sonata,52587,1150000
Hyundai,Sonata,52608,1228050
Hyundai,Sonata,52632,1068250
Hyundai,Sonata,52669,1499700
Hyundai,Sonata,52688,1200450
Hyundai,Sonata,52692,1079850
Hyundai,Sonata,52712,1129750
Hyundai,Sonata,52717,1049850
Hyundai,Sonata,52723,1180100
Hyundai,Sonata,52739,1210550
Hyundai,Sonata,52766,1210400
Hyundai,Sonata,52785,1149950
Hyundai,Sonata,52790,1376400
Hyundai,Sonata,52800,717425
Hyundai,Sonata,52821,1039600
Hyundai,Sonata,52843,1099500
Hyundai,Sonata,52858,999150
Hyundai,Sonata,52863,1019300
Hyundai,Sonata,52866,1451750
Hyundai,Sonata,52869,1150000
Hyundai,Sonata,52917,1109800
Hyundai,Sonata,52941,1450350
Hyundai,Sonata,52997,1089450
Hyundai,Sonata,53004,1301600
Hyundai,Sonata,53024,1160050
Hyundai,Sonata,53049,847800
Hyundai,Sonata,53072,1248350
Hyundai,Sonata,53083,740750
Hyundai,Sonata,53083,889150
Hyundai,Sonata,53089,1322700
Hyundai,Sonata,53101,1140050
Hyundai,Sonata,53119,1170150
Hyundai,Sonata,53139,1160000
Hyundai,Sonata,53147,1019450
Hyundai,Sonata,53150,1099450
Hyundai,Sonata,53238,1170150
Hyundai,Sonata,53245,480675
Hyundai,Sonata,53284,797400
Hyundai,Sonata,53319,1017800
Hyundai,Sonata,53339,1110050
Hyundai,Sonata,53347,1089900
Hyundai,Sonata,53348,1200400
Hyundai,Sonata,53352,1150000
Hyundai,Sonata,53357,1160150
Hyundai,Sonata,53369,1350850
Hyundai,Sonata,53381,1371000
Hyundai,Sonata,53393,1019350
Hyundai,Sonata,53398,1049000
Hyundai,Sonata,53408,998550
Hyundai,Sonata,53416,938700
Hyundai,Sonata,53465,1119650
Hyundai,Sonata,53476,1281900
Hyundai,Sonata,53506,1150000
Hyundai,Sonata,53531,1150000
Hyundai,Sonata,53537,1150000
Hyundai,Sonata,53567,1330400
Hyundai,Sonata,53569,1089650
Hyundai,Sonata,53574,1130450
Hyundai,Sonata,53579,1190550
Hyundai,Sonata,53599,859175
Hyundai,Sonata,53620,949875
Hyundai,Sonata,53620,1129850
Hyundai,Sonata,53625,1129800
Hyundai,Sonata,53634,1150000
Hyundai,Sonata,53689,651125
Hyundai,Sonata,53708,868050
Hyundai,Sonata,53721,1160100
Hyundai,Sonata,53732,1119700
Hyundai,Sonata,53778,1261150
Hyundai,Sonata,53825,808675
Hyundai,Sonata,53874,848700
Hyundai,Sonata,53889,1049650
Hyundai,Sonata,53896,1130650
Hyundai,Sonata,53900,1150000
Hyundai,Sonata,53933,1111375
Hyundai,Sonata,53993,1300600
Hyundai,Sonata,53995,1530000
Hyundai,Sonata,53997,1320900
Hyundai,Sonata,54017,998800
Hyundai,Sonata,54025,902125
Hyundai,Sonata,54063,1200500
Hyundai,Sonata,54094,1059800
Hyundai,Sonata,54096,1080300
Hyundai,Sonata,54134,1401850
Hyundai,Sonata,54138,1119000
Hyundai,Sonata,54191,1329500
Hyundai,Sonata,54215,1079950
Hyundai,Sonata,54232,1070000
Hyundai,Sonata,54234,1069900
Hyundai,Sonata,54271,1070150
Hyundai,Sonata,54278,1239850
Hyundai,Sonata,54291,1090000
Hyundai,Sonata,54340,1210900
Hyundai,Sonata,54346,1159800
Hyundai,Sonata,54360,950050
Hyundai,Sonata,54419,1131925
Hyundai,Sonata,54428,1590550
Hyundai,Sonata,54433,1059800
Hyundai,Sonata,54440,1240900
Hyundai,Sonata,54446,1119700
Hyundai,Sonata,54457,1150100
Hyundai,Sonata,54467,1090300
Hyundai,Sonata,54477,1349050
Hyundai,Sonata,54511,1300200
Hyundai,Sonata,54544,746550
Hyundai,Sonata,54556,1049650
Hyundai,Sonata,54557,1150100
Hyundai,Sonata,54568,1429000
Hyundai,Sonata,54593,1080250
Hyundai,Sonata,54615,1080000
Hyundai,Sonata,54619,908600
Hyundai,Sonata,54670,1510650
Hyundai,Sonata,54695,1120000
Hyundai,Sonata,54707,309900
Hyundai,Sonata,54713,1120000
Hyundai,Sonata,54721,999400
Hyundai,Sonata,54730,929600
Hyundai,Sonata,54735,1150250
Hyundai,Sonata,54757,889300
Hyundai,Sonata,54762,1100200
Hyundai,Sonata,54785,959050
Hyundai,Sonata,54797,1089650
Hyundai,Sonata,54830,1150550
Hyundai,Sonata,54833,1020550
Hyundai,Sonata,54885,1039600
Hyundai,Sonata,54885,1279900
Hyundai,Sonata,54896,978900
Hyundai,Sonata,54897,1100000
Hyundai,Sonata,54904,1276600
Hyundai,Sonata,54951,1160150
Hyundai,Sonata,54952,1210750
Hyundai,Sonata,54982,1049000
Hyundai,Sonata,55011,899450
Hyundai,Sonata,55024,1140000
Hyundai,Sonata,55039,1018800
Hyundai,Sonata,55088,1160150
Hyundai,Sonata,55094,1530800
Hyundai,Sonata,55112,1150050
Hyundai,Sonata,55117,1200550
Hyundai,Sonata,55145,1299950
Hyundai,Sonata,55148,1130450
Hyundai,Sonata,55153,1020475
Hyundai,Sonata,55176,898150
Hyundai,Sonata,55186,1140000
Hyundai,Sonata,55191,1110550
Hyundai,Sonata,55203,1170250
Hyundai,Sonata,55221,1262675
Hyundai,Sonata,55239,1009350
Hyundai,Sonata,55239,1160200
Hyundai,Sonata,55256,1110350
Hyundai,Sonata,55272,1160200
Hyundai,Sonata,55297,948750
Hyundai,Sonata,55338,1399350
Hyundai,Sonata,55342,1631650
Hyundai,Sonata,55370,948700
Hyundai,Sonata,55371,1180350
Hyundai,Sonata,55380,959950
Hyundai,Sonata,55383,1129950
Hyundai,Sonata,55398,695550
Hyundai,Sonata,55442,620150
Hyundai,Sonata,55495,1089500
Hyundai,Sonata,55500,737800
Hyundai,Sonata,55518,686125
Hyundai,Sonata,55530,1039950
Hyundai,Sonata,55549,1190550
Hyundai,Sonata,55565,1079950
Hyundai,Sonata,55604,838725
Hyundai,Sonata,55608,1430950
Hyundai,Sonata,55634,1131625
Hyundai,Sonata,55636,1131900
Hyundai,Sonata,55639,1080000
Hyundai,Sonata,55643,1096250
Hyundai,Sonata,55660,1450750
Hyundai,Sonata,55668,858800
Hyundai,Sonata,55689,1050900
Hyundai,Sonata,55732,520525
Hyundai,Sonata,55744,812175
Hyundai,Sonata,55751,1139850
Hyundai,Sonata,55754,1010500
Hyundai,Sonata,55866,1129900
Hyundai,Sonata,55909,1220700
Hyundai,Sonata,55935,1170150
Hyundai,Sonata,55955,1050825
Hyundai,Sonata,55975,1060000
Hyundai,Sonata,55982,1120300
Hyundai,Sonata,56041,1562000
Hyundai,Sonata,56046,1160950
Hyundai,Sonata,56087,1070050
Hyundai,Sonata,56112,929500
Hyundai,Sonata,56139,1030750
Hyundai,Sonata,56154,671625
Hyundai,Sonata,56158,1119850
Hyundai,Sonata,56159,1019600
Hyundai,Sonata,56161,1160250
Hyundai,Sonata,56183,1079350
Hyundai,Sonata,56186,1018900
Hyundai,Sonata,56202,948900
Hyundai,Sonata,56220,579875
Hyundai,Sonata,56238,1370050
Hyundai,Sonata,56239,671375
Hyundai,Sonata,56246,388525
Hyundai,Sonata,56259,1019850
Hyundai,Sonata,56266,1049750
Hyundai,Sonata,56280,1550500
Hyundai,Sonata,56329,1030650
Hyundai,Sonata,56336,1150350
Hyundai,Sonata,56348,1612150
Hyundai,Sonata,56366,817650
Hyundai,Sonata,56369,1109800
Hyundai,Sonata,56383,989100
Hyundai,Sonata,56390,1130000
Hyundai,Sonata,56398,1120100
Hyundai,Sonata,56405,1100400
Hyundai,Sonata,56411,1169650
Hyundai,Sonata,56453,1161200
Hyundai,Sonata,56458,1000475
Hyundai,Sonata,56490,990375
Hyundai,Sonata,56492,1150200
Hyundai,Sonata,56541,1301300
Hyundai,Sonata,56555,1129950
Hyundai,Sonata,56572,717850
Hyundai,Sonata,56655,939725
Hyundai,Sonata,56691,1118600
Hyundai,Sonata,56692,1170950
Hyundai,Sonata,56728,1039050
Hyundai,Sonata,56759,1090150
Hyundai,Sonata,56780,469875
Hyundai,Sonata,56784,1140900
Hyundai,Sonata,56800,929775
Hyundai,Sonata,56804,1310900
Hyundai,Sonata,56829,1130000
Hyundai,Sonata,56837,1039000
Hyundai,Sonata,56842,1140100
Hyundai,Sonata,56846,1280400
Hyundai,Sonata,56870,838575
Hyundai,Sonata,56886,1099850
Hyundai,Sonata,56889,1140350
Hyundai,Sonata,56908,1681950
Hyundai,Sonata,56911,1109800
Hyundai,Sonata,56958,1119700
Hyundai,Sonata,56972,1099700
Hyundai,Sonata,57017,1348300
Hyundai,Sonata,57035,859275
Hyundai,Sonata,57047,1268950
Hyundai,Sonata,57087,1020700
Hyundai,Sonata,57102,1100000
Hyundai,Sonata,57148,968750
Hyundai,Sonata,57149,1220850
Hyundai,Sonata,57193,1020725
Hyundai,Sonata,57265,569675
Hyundai,Sonata,57280,1049250
Hyundai,Sonata,57293,908150
Hyundai,Sonata,57311,726450
Hyundai,Sonata,57328,980550
Hyundai,Sonata,57335,998700
Hyundai,Sonata,57343,1276750
Hyundai,Sonata,57344,1090200
Hyundai,Sonata,57379,1140400
Hyundai,Sonata,57397,927550
Hyundai,Sonata,57413,1030400
Hyundai,Sonata,57426,1050200
Hyundai,Sonata,57427,1130000
Hyundai,Sonata,57459,1140100
Hyundai,Sonata,57490,1170400
Hyundai,Sonata,57547,1119950
Hyundai,Sonata,57551,1219950
Hyundai,Sonata,57571,1190650
Hyundai,Sonata,57573,1374850
Hyundai,Sonata,57634,1260350
Hyundai,Sonata,57768,1080300
Hyundai,Sonata,57784,821000
Hyundai,Sonata,57784,1019700
Hyundai,Sonata,57788,656300
Hyundai,Sonata,57811,879350
Hyundai,Sonata,57813,990300
Hyundai,Sonata,57846,1220850
Hyundai,Sonata,57897,938350
Hyundai,Sonata,57931,746450
Hyundai,Sonata,57950,1110750
Hyundai,Sonata,57970,989400
Hyundai,Sonata,57977,1100500
Hyundai,Sonata,57994,1331100
Hyundai,Sonata,57998,1061025
Hyundai,Sonata,58019,1140350
Hyundai,Sonata,58038,1039900
Hyundai,Sonata,58105,900575
Hyundai,Sonata,58124,1049250
Hyundai,Sonata,58131,827750
Hyundai,Sonata,58138,1275550
Hyundai,Sonata,58140,1091750
Hyundai,Sonata,58178,1571250
Hyundai,Sonata,58186,1250400
Hyundai,Sonata,58215,1090250
Hyundai,Sonata,58315,1170450
Hyundai,Sonata,58391,1109850
Hyundai,Sonata,58414,1039800
Hyundai,Sonata,58430,1179850
Hyundai,Sonata,58453,300475
Hyundai,Sonata,58558,1020750
Hyundai,Sonata,58564,1151200
Hyundai,Sonata,58576,1039950
Hyundai,Sonata,58587,1109100
Hyundai,Sonata,58591,1275550
Hyundai,Sonata,58592,1119000
Hyundai,Sonata,58598,780800
Hyundai,Sonata,58655,1280650
Hyundai,Sonata,58671,1159400
Hyundai,Sonata,58706,1069750
Hyundai,Sonata,58732,1150800
Hyundai,Sonata,58776,999250
Hyundai,Sonata,58783,1069500
Hyundai,Sonata,58821,970175
Hyundai,Sonata,58839,1210000
Hyundai,Sonata,58840,859025
Hyundai,Sonata,58842,1029850
Hyundai,Sonata,58899,1400500
Hyundai,Sonata,58941,1099650
Hyundai,Sonata,58943,1271950
Hyundai,Sonata,58948,1070250
Hyundai,Sonata,58980,1430500
Hyundai,Sonata,59014,1121775
Hyundai,Sonata,59019,889375
Hyundai,Sonata,59036,1068950
Hyundai,Sonata,59068,1130350
Hyundai,Sonata,59084,1170800
Hyundai,Sonata,59095,960725
Hyundai,Sonata,59102,1160400
Hyundai,Sonata,59128,1582050
Hyundai,Sonata,59158,829100
Hyundai,Sonata,59193,1120000
Hyundai,Sonata,59249,1149250
Hyundai,Sonata,59263,1120000
Hyundai,Sonata,59272,1041000
Hyundai,Sonata,59276,725150
Hyundai,Sonata,59285,988900
Hyundai,Sonata,59344,1120950
Hyundai,Sonata,59349,579300
Hyundai,Sonata,59375,1160450
Hyundai,Sonata,59499,870200
Hyundai,Sonata,59558,1129250
Hyundai,Sonata,59573,1440700
Hyundai,Sonata,59633,1260400
Hyundai,Sonata,59650,989700
Hyundai,Sonata,59660,1009550
Hyundai,Sonata,59664,1160350
Hyundai,Sonata,59793,1028200
Hyundai,Sonata,59843,978550
Hyundai,Sonata,59877,1275700
Hyundai,Sonata,59912,1089650
Hyundai,Sonata,59919,1019000
Hyundai,Sonata,59959,838875
Hyundai,Sonata,59979,1020000
Hyundai,Sonata,60046,1289000
Hyundai,Sonata,60055,631100
Hyundai,Sonata,60086,1000625
Hyundai,Sonata,60101,768075
Hyundai,Sonata,60122,939050
Hyundai,Sonata,60138,1250350
Hyundai,Sonata,60154,1109950
Hyundai,Sonata,60178,1100200
Hyundai,Sonata,60184,1140250
Hyundai,Sonata,60210,1342850
Hyundai,Sonata,60232,1039200
Hyundai,Sonata,60287,798550
Hyundai,Sonata,60318,739500
